
---------- Begin Simulation Statistics ----------
final_tick                                13612201330                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 110035                       # Simulator instruction rate (inst/s)
host_mem_usage                                 661008                       # Number of bytes of host memory used
host_op_rate                                   219352                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   102.61                       # Real time elapsed on the host
host_tick_rate                              132660426                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    11290577                       # Number of instructions simulated
sim_ops                                      22507585                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.013612                       # Number of seconds simulated
sim_ticks                                 13612201330                       # Number of ticks simulated
system.cpu.cc_regfile_reads                   8126564                       # number of cc regfile reads
system.cpu.cc_regfile_writes                  6524432                       # number of cc regfile writes
system.cpu.committedInsts                    11290577                       # Number of Instructions Simulated
system.cpu.committedOps                      22507585                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               2.649725                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         2.649725                       # CPI: Total CPI of All Threads
system.cpu.fp_regfile_reads                   9617530                       # number of floating regfile reads
system.cpu.fp_regfile_writes                  9570001                       # number of floating regfile writes
system.cpu.idleCycles                           39163                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts                29175                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                  1625540                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.009226                       # Inst execution rate
system.cpu.iew.exec_refs                     12369061                       # number of memory reference insts executed
system.cpu.iew.exec_stores                      26754                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                 7133312                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               4870492                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts                  1                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts              4274                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts                27434                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            22872716                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts              12342307                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts             58403                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              30192929                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                  46379                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents               4262787                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                  25419                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles               4380997                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents             16                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect         1460                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect          27715                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  23424443                       # num instructions consuming a value
system.cpu.iew.wb_count                      22637894                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.727937                       # average fanout of values written-back
system.cpu.iew.wb_producers                  17051519                       # num instructions producing a value
system.cpu.iew.wb_rate                       0.756692                       # insts written-back per cycle
system.cpu.iew.wb_sent                       22640355                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 36121210                       # number of integer regfile reads
system.cpu.int_regfile_writes                11392593                       # number of integer regfile writes
system.cpu.ipc                               0.377398                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         0.377398                       # IPC: Total IPC of All Threads
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     71.65% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCmp            0      0.00%     71.65% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatCvt            0      0.00%     71.65% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatDiv            0      0.00%     71.65% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMisc            0      0.00%     71.65% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMult      1569744      6.97%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     78.63% # Class of committed instruction
system.cpu.commit.committedInstType_0::MemRead      1620342      7.20%     85.83% # Class of committed instruction
system.cpu.commit.committedInstType_0::MemWrite         1140      0.01%     85.83% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMemRead      3164110     14.06%     99.89% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMemWrite        25034      0.11%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::total     22507585                       # Class of committed instruction
system.cpu.commit.commitEligibleSamples       1950641                       # number cycles where commit BW limit reached
system.cpu.dcache.demand_hits::.cpu.data      1700598                       # number of demand (read+write) hits
system.cpu.dcache.demand_hits::total          1700598                       # number of demand (read+write) hits
system.cpu.dcache.overall_hits::.cpu.data      1700598                       # number of overall hits
system.cpu.dcache.overall_hits::total         1700598                       # number of overall hits
system.cpu.dcache.demand_misses::.cpu.data      3225843                       # number of demand (read+write) misses
system.cpu.dcache.demand_misses::total        3225843                       # number of demand (read+write) misses
system.cpu.dcache.overall_misses::.cpu.data      3225843                       # number of overall misses
system.cpu.dcache.overall_misses::total       3225843                       # number of overall misses
system.cpu.dcache.demand_miss_latency::.cpu.data 165301464862                       # number of demand (read+write) miss cycles
system.cpu.dcache.demand_miss_latency::total 165301464862                       # number of demand (read+write) miss cycles
system.cpu.dcache.overall_miss_latency::.cpu.data 165301464862                       # number of overall miss cycles
system.cpu.dcache.overall_miss_latency::total 165301464862                       # number of overall miss cycles
system.cpu.dcache.demand_accesses::.cpu.data      4926441                       # number of demand (read+write) accesses
system.cpu.dcache.demand_accesses::total      4926441                       # number of demand (read+write) accesses
system.cpu.dcache.overall_accesses::.cpu.data      4926441                       # number of overall (read+write) accesses
system.cpu.dcache.overall_accesses::total      4926441                       # number of overall (read+write) accesses
system.cpu.dcache.demand_miss_rate::.cpu.data     0.654802                       # miss rate for demand accesses
system.cpu.dcache.demand_miss_rate::total     0.654802                       # miss rate for demand accesses
system.cpu.dcache.overall_miss_rate::.cpu.data     0.654802                       # miss rate for overall accesses
system.cpu.dcache.overall_miss_rate::total     0.654802                       # miss rate for overall accesses
system.cpu.dcache.demand_avg_miss_latency::.cpu.data 51242.873525                       # average overall miss latency
system.cpu.dcache.demand_avg_miss_latency::total 51242.873525                       # average overall miss latency
system.cpu.dcache.overall_avg_miss_latency::.cpu.data 51242.873525                       # average overall miss latency
system.cpu.dcache.overall_avg_miss_latency::total 51242.873525                       # average overall miss latency
system.cpu.dcache.blocked_cycles::no_mshrs      8040788                       # number of cycles access was blocked
system.cpu.dcache.blocked_cycles::no_targets           20                       # number of cycles access was blocked
system.cpu.dcache.blocked::no_mshrs           1024844                       # number of cycles access was blocked
system.cpu.dcache.blocked::no_targets               2                       # number of cycles access was blocked
system.cpu.dcache.avg_blocked_cycles::no_mshrs     7.845865                       # average number of cycles each access was blocked
system.cpu.dcache.avg_blocked_cycles::no_targets           10                       # average number of cycles each access was blocked
system.cpu.dcache.writebacks::.writebacks         2982                       # number of writebacks
system.cpu.dcache.writebacks::total              2982                       # number of writebacks
system.cpu.dcache.demand_mshr_hits::.cpu.data      1788659                       # number of demand (read+write) MSHR hits
system.cpu.dcache.demand_mshr_hits::total      1788659                       # number of demand (read+write) MSHR hits
system.cpu.dcache.overall_mshr_hits::.cpu.data      1788659                       # number of overall MSHR hits
system.cpu.dcache.overall_mshr_hits::total      1788659                       # number of overall MSHR hits
system.cpu.dcache.demand_mshr_misses::.cpu.data      1437184                       # number of demand (read+write) MSHR misses
system.cpu.dcache.demand_mshr_misses::total      1437184                       # number of demand (read+write) MSHR misses
system.cpu.dcache.overall_mshr_misses::.cpu.data      1437184                       # number of overall MSHR misses
system.cpu.dcache.overall_mshr_misses::total      1437184                       # number of overall MSHR misses
system.cpu.dcache.demand_mshr_miss_latency::.cpu.data  33236418114                       # number of demand (read+write) MSHR miss cycles
system.cpu.dcache.demand_mshr_miss_latency::total  33236418114                       # number of demand (read+write) MSHR miss cycles
system.cpu.dcache.overall_mshr_miss_latency::.cpu.data  33236418114                       # number of overall MSHR miss cycles
system.cpu.dcache.overall_mshr_miss_latency::total  33236418114                       # number of overall MSHR miss cycles
system.cpu.dcache.demand_mshr_miss_rate::.cpu.data     0.291729                       # mshr miss rate for demand accesses
system.cpu.dcache.demand_mshr_miss_rate::total     0.291729                       # mshr miss rate for demand accesses
system.cpu.dcache.overall_mshr_miss_rate::.cpu.data     0.291729                       # mshr miss rate for overall accesses
system.cpu.dcache.overall_mshr_miss_rate::total     0.291729                       # mshr miss rate for overall accesses
system.cpu.dcache.demand_avg_mshr_miss_latency::.cpu.data 23126.070228                       # average overall mshr miss latency
system.cpu.dcache.demand_avg_mshr_miss_latency::total 23126.070228                       # average overall mshr miss latency
system.cpu.dcache.overall_avg_mshr_miss_latency::.cpu.data 23126.070228                       # average overall mshr miss latency
system.cpu.dcache.overall_avg_mshr_miss_latency::total 23126.070228                       # average overall mshr miss latency
system.cpu.dcache.replacements                1436159                       # number of replacements
system.cpu.dcache.ReadReq_hits::.cpu.data      1674732                       # number of ReadReq hits
system.cpu.dcache.ReadReq_hits::total         1674732                       # number of ReadReq hits
system.cpu.dcache.ReadReq_misses::.cpu.data      3225534                       # number of ReadReq misses
system.cpu.dcache.ReadReq_misses::total       3225534                       # number of ReadReq misses
system.cpu.dcache.ReadReq_miss_latency::.cpu.data 165289393815                       # number of ReadReq miss cycles
system.cpu.dcache.ReadReq_miss_latency::total 165289393815                       # number of ReadReq miss cycles
system.cpu.dcache.ReadReq_accesses::.cpu.data      4900266                       # number of ReadReq accesses(hits+misses)
system.cpu.dcache.ReadReq_accesses::total      4900266                       # number of ReadReq accesses(hits+misses)
system.cpu.dcache.ReadReq_miss_rate::.cpu.data     0.658237                       # miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_miss_rate::total     0.658237                       # miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_avg_miss_latency::.cpu.data 51244.040154                       # average ReadReq miss latency
system.cpu.dcache.ReadReq_avg_miss_latency::total 51244.040154                       # average ReadReq miss latency
system.cpu.dcache.ReadReq_mshr_hits::.cpu.data      1788653                       # number of ReadReq MSHR hits
system.cpu.dcache.ReadReq_mshr_hits::total      1788653                       # number of ReadReq MSHR hits
system.cpu.dcache.ReadReq_mshr_misses::.cpu.data      1436881                       # number of ReadReq MSHR misses
system.cpu.dcache.ReadReq_mshr_misses::total      1436881                       # number of ReadReq MSHR misses
system.cpu.dcache.ReadReq_mshr_miss_latency::.cpu.data  33224798425                       # number of ReadReq MSHR miss cycles
system.cpu.dcache.ReadReq_mshr_miss_latency::total  33224798425                       # number of ReadReq MSHR miss cycles
system.cpu.dcache.ReadReq_mshr_miss_rate::.cpu.data     0.293225                       # mshr miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_mshr_miss_rate::total     0.293225                       # mshr miss rate for ReadReq accesses
system.cpu.dcache.ReadReq_avg_mshr_miss_latency::.cpu.data 23122.860157                       # average ReadReq mshr miss latency
system.cpu.dcache.ReadReq_avg_mshr_miss_latency::total 23122.860157                       # average ReadReq mshr miss latency
system.cpu.dcache.WriteReq_hits::.cpu.data        25866                       # number of WriteReq hits
system.cpu.dcache.WriteReq_hits::total          25866                       # number of WriteReq hits
system.cpu.dcache.WriteReq_misses::.cpu.data          309                       # number of WriteReq misses
system.cpu.dcache.WriteReq_misses::total          309                       # number of WriteReq misses
system.cpu.dcache.WriteReq_miss_latency::.cpu.data     12071047                       # number of WriteReq miss cycles
system.cpu.dcache.WriteReq_miss_latency::total     12071047                       # number of WriteReq miss cycles
system.cpu.dcache.WriteReq_accesses::.cpu.data        26175                       # number of WriteReq accesses(hits+misses)
system.cpu.dcache.WriteReq_accesses::total        26175                       # number of WriteReq accesses(hits+misses)
system.cpu.dcache.WriteReq_miss_rate::.cpu.data     0.011805                       # miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_miss_rate::total     0.011805                       # miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_avg_miss_latency::.cpu.data 39064.877023                       # average WriteReq miss latency
system.cpu.dcache.WriteReq_avg_miss_latency::total 39064.877023                       # average WriteReq miss latency
system.cpu.dcache.WriteReq_mshr_hits::.cpu.data            6                       # number of WriteReq MSHR hits
system.cpu.dcache.WriteReq_mshr_hits::total            6                       # number of WriteReq MSHR hits
system.cpu.dcache.WriteReq_mshr_misses::.cpu.data          303                       # number of WriteReq MSHR misses
system.cpu.dcache.WriteReq_mshr_misses::total          303                       # number of WriteReq MSHR misses
system.cpu.dcache.WriteReq_mshr_miss_latency::.cpu.data     11619689                       # number of WriteReq MSHR miss cycles
system.cpu.dcache.WriteReq_mshr_miss_latency::total     11619689                       # number of WriteReq MSHR miss cycles
system.cpu.dcache.WriteReq_mshr_miss_rate::.cpu.data     0.011576                       # mshr miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_mshr_miss_rate::total     0.011576                       # mshr miss rate for WriteReq accesses
system.cpu.dcache.WriteReq_avg_mshr_miss_latency::.cpu.data 38348.808581                       # average WriteReq mshr miss latency
system.cpu.dcache.WriteReq_avg_mshr_miss_latency::total 38348.808581                       # average WriteReq mshr miss latency
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED  13612201330                       # Cumulative time (in ticks) in various power states
system.cpu.dcache.tags.tagsinuse          1021.268593                       # Cycle average of tags in use
system.cpu.dcache.tags.total_refs             3137783                       # Total number of references to valid blocks.
system.cpu.dcache.tags.sampled_refs           1437183                       # Sample count of references to valid blocks.
system.cpu.dcache.tags.avg_refs              2.183287                       # Average number of references to valid blocks.
system.cpu.dcache.tags.warmup_cycle            174720                       # Cycle when the warmup percentage was hit.
system.cpu.dcache.tags.occ_blocks::.cpu.data  1021.268593                       # Average occupied blocks per requestor
system.cpu.dcache.tags.occ_percent::.cpu.data     0.997333                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_percent::total     0.997333                       # Average percentage of cache occupancy
system.cpu.dcache.tags.occ_task_id_blocks::1024         1024                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::0          502                       # Occupied blocks per task id
system.cpu.dcache.tags.age_task_id_blocks_1024::1          522                       # Occupied blocks per task id
system.cpu.dcache.tags.occ_task_id_percent::1024            1                       # Percentage of cache occupancy per task id
system.cpu.dcache.tags.tag_accesses          80260239                       # Number of tag accesses
system.cpu.dcache.tags.data_accesses         80260239                       # Number of data accesses
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  13612201330                       # Cumulative time (in ticks) in various power states
system.cpu.decode.idleCycles                  1395809                       # Number of cycles decode is idle
system.cpu.decode.blockedCycles              24805689                       # Number of cycles decode is blocked
system.cpu.decode.runCycles                   2527760                       # Number of cycles decode is running
system.cpu.decode.unblockCycles               1123087                       # Number of cycles decode is unblocking
system.cpu.decode.squashCycles                  25419                       # Number of cycles decode is squashing
system.cpu.decode.branchResolved              1628371                       # Number of times decode resolved a  branch
system.cpu.decode.branchMispred                   215                       # Number of times decode detected a branch misprediction
system.cpu.decode.decodedInsts               23122800                       # Number of instructions handled by decode
system.cpu.decode.squashedInsts                   883                       # Number of squashed instructions handled by decode
system.cpu.dtb.rdAccesses                     4929356                       # TLB accesses on read requests
system.cpu.dtb.wrAccesses                       26757                       # TLB accesses on write requests
system.cpu.dtb.rdMisses                        127741                       # TLB misses on read requests
system.cpu.dtb.wrMisses                            19                       # TLB misses on write requests
system.cpu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  13612201330                       # Cumulative time (in ticks) in various power states
system.cpu.dtb_walker_cache.blocked_cycles::no_mshrs            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.blocked::no_mshrs            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.blocked::no_targets            0                       # number of cycles access was blocked
system.cpu.dtb_walker_cache.avg_blocked_cycles::no_mshrs          nan                       # average number of cycles each access was blocked
system.cpu.dtb_walker_cache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.dtb_walker_cache.replacements            0                       # number of replacements
system.cpu.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  13612201330                       # Cumulative time (in ticks) in various power states
system.cpu.dtb_walker_cache.tags.tagsinuse            0                       # Cycle average of tags in use
system.cpu.dtb_walker_cache.tags.total_refs            0                       # Total number of references to valid blocks.
system.cpu.dtb_walker_cache.tags.sampled_refs            0                       # Sample count of references to valid blocks.
system.cpu.dtb_walker_cache.tags.avg_refs          nan                       # Average number of references to valid blocks.
system.cpu.dtb_walker_cache.tags.warmup_cycle            0                       # Cycle when the warmup percentage was hit.
system.cpu.dtb_walker_cache.tags.tag_accesses            0                       # Number of tag accesses
system.cpu.dtb_walker_cache.tags.data_accesses            0                       # Number of data accesses
system.cpu.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  13612201330                       # Cumulative time (in ticks) in various power states
system.cpu.fetch.icacheStallCycles            3335172                       # Number of cycles fetch is stalled on an Icache miss
system.cpu.fetch.insts                       11780457                       # Number of instructions fetch has processed
system.cpu.fetch.branches                     1683127                       # Number of branches that fetch encountered
system.cpu.fetch.predictedBranches            1655368                       # Number of branches that fetch has predicted taken
system.cpu.fetch.cycles                      26515826                       # Number of cycles fetch has run and was not squashing or blocked
system.cpu.fetch.squashCycles                   51254                       # Number of cycles fetch has spent squashing
system.cpu.fetch.miscStallCycles                  160                       # Number of cycles fetch has spent waiting on interrupts,or bad addresses, or out of MSHRs
system.cpu.fetch.pendingTrapStallCycles           944                       # Number of stall cycles due to pending traps
system.cpu.fetch.pendingQuiesceStallCycles            2                       # Number of stall cycles due to pending quiesce instructions
system.cpu.fetch.icacheWaitRetryStallCycles           33                       # Number of stall cycles due to full MSHR
system.cpu.fetch.cacheLines                   3314384                       # Number of cache lines fetched
system.cpu.fetch.icacheSquashes                  7473                       # Number of outstanding Icache misses that were squashed
system.cpu.fetch.nisnDist::samples           29877764                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::mean              0.786297                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::stdev             2.070173                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::0                 24710564     82.71%     82.71% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::1                  1553023      5.20%     87.90% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::2                   131578      0.44%     88.34% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::3                   152325      0.51%     88.85% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::4                   172018      0.58%     89.43% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::5                  1516540      5.08%     94.51% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::6                    51967      0.17%     94.68% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::7                    80925      0.27%     94.95% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::8                  1508824      5.05%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.nisnDist::total             29877764                       # Number of instructions fetched each cycle (Total)
system.cpu.fetch.branchRate                  0.056260                       # Number of branch fetches per cycle
system.cpu.fetch.rate                        0.393772                       # Number of inst fetches per cycle
system.cpu.icache.demand_hits::.cpu.inst      3313773                       # number of demand (read+write) hits
system.cpu.icache.demand_hits::total          3313773                       # number of demand (read+write) hits
system.cpu.icache.overall_hits::.cpu.inst      3313773                       # number of overall hits
system.cpu.icache.overall_hits::total         3313773                       # number of overall hits
system.cpu.icache.demand_misses::.cpu.inst          611                       # number of demand (read+write) misses
system.cpu.icache.demand_misses::total            611                       # number of demand (read+write) misses
system.cpu.icache.overall_misses::.cpu.inst          611                       # number of overall misses
system.cpu.icache.overall_misses::total           611                       # number of overall misses
system.cpu.icache.demand_miss_latency::.cpu.inst     46927789                       # number of demand (read+write) miss cycles
system.cpu.icache.demand_miss_latency::total     46927789                       # number of demand (read+write) miss cycles
system.cpu.icache.overall_miss_latency::.cpu.inst     46927789                       # number of overall miss cycles
system.cpu.icache.overall_miss_latency::total     46927789                       # number of overall miss cycles
system.cpu.icache.demand_accesses::.cpu.inst      3314384                       # number of demand (read+write) accesses
system.cpu.icache.demand_accesses::total      3314384                       # number of demand (read+write) accesses
system.cpu.icache.overall_accesses::.cpu.inst      3314384                       # number of overall (read+write) accesses
system.cpu.icache.overall_accesses::total      3314384                       # number of overall (read+write) accesses
system.cpu.icache.demand_miss_rate::.cpu.inst     0.000184                       # miss rate for demand accesses
system.cpu.icache.demand_miss_rate::total     0.000184                       # miss rate for demand accesses
system.cpu.icache.overall_miss_rate::.cpu.inst     0.000184                       # miss rate for overall accesses
system.cpu.icache.overall_miss_rate::total     0.000184                       # miss rate for overall accesses
system.cpu.icache.demand_avg_miss_latency::.cpu.inst 76804.891980                       # average overall miss latency
system.cpu.icache.demand_avg_miss_latency::total 76804.891980                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::.cpu.inst 76804.891980                       # average overall miss latency
system.cpu.icache.overall_avg_miss_latency::total 76804.891980                       # average overall miss latency
system.cpu.icache.blocked_cycles::no_mshrs          388                       # number of cycles access was blocked
system.cpu.icache.blocked_cycles::no_targets            0                       # number of cycles access was blocked
system.cpu.icache.blocked::no_mshrs                 5                       # number of cycles access was blocked
system.cpu.icache.blocked::no_targets               0                       # number of cycles access was blocked
system.cpu.icache.avg_blocked_cycles::no_mshrs    77.600000                       # average number of cycles each access was blocked
system.cpu.icache.avg_blocked_cycles::no_targets          nan                       # average number of cycles each access was blocked
system.cpu.icache.writebacks::.writebacks           16                       # number of writebacks
system.cpu.icache.writebacks::total                16                       # number of writebacks
system.cpu.icache.demand_mshr_hits::.cpu.inst          140                       # number of demand (read+write) MSHR hits
system.cpu.icache.demand_mshr_hits::total          140                       # number of demand (read+write) MSHR hits
system.cpu.icache.overall_mshr_hits::.cpu.inst          140                       # number of overall MSHR hits
system.cpu.icache.overall_mshr_hits::total          140                       # number of overall MSHR hits
system.cpu.icache.demand_mshr_misses::.cpu.inst          471                       # number of demand (read+write) MSHR misses
system.cpu.icache.demand_mshr_misses::total          471                       # number of demand (read+write) MSHR misses
system.cpu.icache.overall_mshr_misses::.cpu.inst          471                       # number of overall MSHR misses
system.cpu.icache.overall_mshr_misses::total          471                       # number of overall MSHR misses
system.cpu.icache.demand_mshr_miss_latency::.cpu.inst     37591189                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.demand_mshr_miss_latency::total     37591189                       # number of demand (read+write) MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::.cpu.inst     37591189                       # number of overall MSHR miss cycles
system.cpu.icache.overall_mshr_miss_latency::total     37591189                       # number of overall MSHR miss cycles
system.cpu.icache.demand_mshr_miss_rate::.cpu.inst     0.000142                       # mshr miss rate for demand accesses
system.cpu.icache.demand_mshr_miss_rate::total     0.000142                       # mshr miss rate for demand accesses
system.cpu.icache.overall_mshr_miss_rate::.cpu.inst     0.000142                       # mshr miss rate for overall accesses
system.cpu.icache.overall_mshr_miss_rate::total     0.000142                       # mshr miss rate for overall accesses
system.cpu.icache.demand_avg_mshr_miss_latency::.cpu.inst 79811.441614                       # average overall mshr miss latency
system.cpu.icache.demand_avg_mshr_miss_latency::total 79811.441614                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::.cpu.inst 79811.441614                       # average overall mshr miss latency
system.cpu.icache.overall_avg_mshr_miss_latency::total 79811.441614                       # average overall mshr miss latency
system.cpu.icache.replacements                     16                       # number of replacements
system.cpu.icache.ReadReq_hits::.cpu.inst      3313773                       # number of ReadReq hits
system.cpu.icache.ReadReq_hits::total         3313773                       # number of ReadReq hits
system.cpu.icache.ReadReq_misses::.cpu.inst          611                       # number of ReadReq misses
system.cpu.icache.ReadReq_misses::total           611                       # number of ReadReq misses
system.cpu.icache.ReadReq_miss_latency::.cpu.inst     46927789                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_miss_latency::total     46927789                       # number of ReadReq miss cycles
system.cpu.icache.ReadReq_accesses::.cpu.inst      3314384                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_accesses::total      3314384                       # number of ReadReq accesses(hits+misses)
system.cpu.icache.ReadReq_miss_rate::.cpu.inst     0.000184                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_miss_rate::total     0.000184                       # miss rate for ReadReq accesses
system.cpu.icache.ReadReq_avg_miss_latency::.cpu.inst 76804.891980                       # average ReadReq miss latency
system.cpu.icache.ReadReq_avg_miss_latency::total 76804.891980                       # average ReadReq miss latency
system.cpu.icache.ReadReq_mshr_hits::.cpu.inst          140                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_hits::total          140                       # number of ReadReq MSHR hits
system.cpu.icache.ReadReq_mshr_misses::.cpu.inst          471                       # number of ReadReq MSHR misses
system.cpu.icache.ReadReq_mshr_misses::total          471                       # number of ReadReq MSHR misses
system.cpu.icache.ReadReq_mshr_miss_latency::.cpu.inst     37591189                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_latency::total     37591189                       # number of ReadReq MSHR miss cycles
system.cpu.icache.ReadReq_mshr_miss_rate::.cpu.inst     0.000142                       # mshr miss rate for ReadReq accesses
